order_id,order_code,customer,product_name,quantity,scraped_at
522196,SO16072025:0932389,Shopee,Larita Juden MG0624_20 S Blue,1,2025-07-17T02:15:50.725550
522196,SO16072025:0932389,Shopee,Mia Luggage Tag S Orange,1,2025-07-17T02:15:50.725550
522196,SO16072025:0932389,Shopee,Mia Pack-it shoes bag II S Orange,1,2025-07-17T02:15:50.725550
522194,SO16072025:0932387,Nguyễn Minh Thư,Larita Gin AH0225_24 M Yellow,1,2025-07-17T02:15:50.725740
522194,SO16072025:0932387,Nguyễn Minh Thư,Mia Pack-it shoes bag II S Orange,1,2025-07-17T02:15:50.725740
522194,SO16072025:0932387,Nguyễn Minh Thư,Mia Luggage Tag S Orange,1,2025-07-17T02:15:50.725740
522192,SO16072025:0932385,Tiktok,Larita Aly MG0524_24 M Black,1,2025-07-17T02:15:50.725750
522192,SO16072025:0932385,Tiktok,Mia Luggage Tag S Orange,1,2025-07-17T02:15:50.725750
522192,SO16072025:0932385,Tiktok,The Travel Star Matte Cover_24 M Black,1,2025-07-17T02:15:50.725750
522193,SO16072025:0932386,Shopee,Larita Juden MG0624_24 M Pink,1,2025-07-17T02:15:50.725767
522193,SO16072025:0932386,Shopee,Mia Luggage Tag S Orange,1,2025-07-17T02:15:50.725767
522193,SO16072025:0932386,Shopee,Mia Pack-it shoes bag II S Orange,1,2025-07-17T02:15:50.725767
522187,SO16072025:0932380,Tiktok,Larita Aly MG0524_24 M Yellow,1,2025-07-17T02:15:50.725775
522187,SO16072025:0932380,Tiktok,Mia Luggage Tag S Orange,1,2025-07-17T02:15:50.725775
522187,SO16072025:0932380,Tiktok,The Travel Star Matte Cover_24 M Black,1,2025-07-17T02:15:50.725775
522179,SO16072025:0932372,Tiktok,Larita Aly MG0524_24 M Blue,1,2025-07-17T02:15:50.725782
522179,SO16072025:0932372,Tiktok,The Travel Star Matte Cover_24 M Black,1,2025-07-17T02:15:50.725782
522179,SO16072025:0932372,Tiktok,Mia Luggage Tag S Orange,1,2025-07-17T02:15:50.725782
522195,SO16072025:0932388,Shopee,Larita Rota MG0324_20 S Black,1,2025-07-17T02:15:50.725788
522195,SO16072025:0932388,Shopee,Mia Luggage Tag S Orange,1,2025-07-17T02:15:50.725788
522195,SO16072025:0932388,Shopee,Mia Pack-it shoes bag II S Orange,1,2025-07-17T02:15:50.725788
522182,SO16072025:0932375,Shopee,Larita Zeni LK0325_24 M Red,1,2025-07-17T02:15:50.725797
522182,SO16072025:0932375,Shopee,Mia Pack-it shoes bag II S Orange,1,2025-07-17T02:15:50.725797
522182,SO16072025:0932375,Shopee,Mia Luggage Tag S Orange,1,2025-07-17T02:15:50.725797
522174,SO16072025:0932367,Ngọc Hằng,Larita Yuno AH0325_20 S Dark Blue,1,2025-07-17T02:15:50.725803
522174,SO16072025:0932367,Ngọc Hằng,Mia Gối Hơi Du Lịch Gấp Gọn S Orange,1,2025-07-17T02:15:50.725803
